Distance from dealer,Sales Source,Free Shipping Cost,Stock Number,Car Class,Body,Color,Year,Make,Model,Mileage,Age,Trade ACV,Acquisition Cost,RECONDITIONING COST,Total Cost,Sale Price,Front Gross,Financing,warranty,insurance,other_products,Theft,Ultimate,Dent/Ding,Windshield,Tire/Wheel,Roadside,Bank Fees,Back Gross,Total Gross
464.124,Cars.com,200,5W303527,"Car, Sport",2D Hatchback,Black,11,VW,GTI,30342,86,0,16095,1338.11,17951.11,16990,-836.11,0,0,0,200,125,,,,,,,325,-511.11
27.039,Dealer,0,5FA04115,"Truck, Large Pick-up",4D SuperCrew,,14,FORD,F150,12592,22,0,57300,540.66,58358.66,57994,-364.66,0,0,0,0,0,,,,,,,0,-364.66
23.693,eBay,0,4E570586,"Car, Luxury",2D Convertible,White,11,BMW,335ISV,19299,39,0,34780,903,36201,37298,1222,0,0,0,0,0,,,,,,,0,1222
1000.206,eBay,450,5S120487,"Car, Luxury Sport",2D Coupe,White,13,PORS,911,8220,29,24000,82300,1447.77,84265.77,88887,4746.23,200,0,0,200,125,,,,,,,525,5271.23
296.888,eBay,0,5EB11463,"Truck, Large Pick-up",4D Crew Cab,Black,14,FORD,F250,1786,31,0,53145,223,53886,55509,1748,0,0,0,200,125,,,,,,,325,2073
730.033,eBay,350,5S132623,"Car, Luxury Sport",2D Convertible,Gray,13,PORS,BOX,7535,31,0,53680,797.75,54995.75,58499,3628.25,493.92,0,0,200,125,,,,,,,818.92,4447.17
28.683,TrueCar,0,4A067896,"Car, Luxury Sport",4D Sedan,Black,14,AUDI,S4QUAT,3902,115,20000,44455,699.39,45672.39,45970,422.61,0,0,0,0,0,,,,,,,0,422.61
0,Unknown,0,4S065942,"Van, Small Van",4D Passenger Van,Silver,13,TOYO,SIENNA,17250,42,0,30520,952.2,31990.2,30784,-1081.2,859.82,1000,242,200,125,500,,,,,25,2951.82,1870.62
6.825,AutoTrader,0,4J365513,"SUV, Intermediate Sport Utility",4D Sport Utility,Maroon,11,CHEV,TRAV,36406,29,11000,20000,763.65,21281.65,21986,829.35,0,0,0,0,0,,,,,,,0,829.35
457.469,AutoTrader,0,1A122592,"Car, Luxury High",4D Sedan,White,10,MB,E350W4,39565,47,0,22000,1601.42,24119.42,25999,2004.58,656.21,3441,0,200,125,,,,,,,4422.21,6426.79
9.56,AutoTrader,0,3L584538,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,11,JEEP,WRANU,4786,158,4000,31475,488.52,32481.52,31662,-694.52,0,1000,0,200,125,500,,,,,25,1850,1155.48
4.029,AutoTrader,0,5E025747,"Car, Compact",4D Sedan,Blue,14,HOND,CIVI,8890,102,500,15775,360.75,16653.75,15963,-565.75,212.76,0,0,0,0,,,,,,,212.76,-352.99
284.075,AutoTrader,0,5R311257,"Car, Luxury",4D Sedan,Gray,14,MB,C300W4,30554,67,0,26425,817.81,27760.81,29548,1912.19,278.5,0,0,0,0,,,,,,,278.5,2190.69
206.548,AutoTrader,0,5J154220,"SUV, Intermediate Sport Utility",4D Sport Utility,Blue,11,BUIC,ENCL,54343,77,0,22435,194.75,23147.75,23560,537.25,0,0,0,0,0,,,,,,,0,537.25
46.269,AutoTrader,0,4R125355,"Van, Small Van",4D Passenger Van,Gray,12,CHRY,TOWNC,25536,18,0,20420,446.88,21384.88,20998,-261.88,371.45,0,0,200,125,,,,,,,696.45,434.57
27.122,eBay,0,4N606051,"SUV, Large Sport Utility",4D Sport Utility,Blue,13,NISS,ARMADA,14922,15,17500,33160,834.11,34512.11,35980,1592.89,369,0,0,0,0,,,,,,,369,1961.89
6.572,eBay,0,4N736642,"Car, Intermediate",4D Sedan,Silver,13,CHRY,200CH,26588,33,0,12495,337.1,13350.1,13965,739.9,652.95,1000,0,200,125,,,,,,,1977.95,2717.85
98.884,eBay,0,2S239478,"Truck, Large Pick-up",4D Crew Cab,Red,12,DODG,RAM15,25033,173,0,33385,986.31,34889.31,33443,-1321.31,0,0,0,200,125,500,,,,,,825,-496.31
1299.473,Cars.com,700,4PX58635,"Car, Luxury",2D Convertible,Black,8,BMW,335ICV,48883,41,0,20515,1930.13,22963.13,21969,-869.13,0,0,0,0,,,,,,,,0,-869.13
283.848,eBay,350,5R322047,"SUV, Large Sport Utility",4D Sport Utility,Black,12,GMC,YUKON,38329,8,16000,40245,1602.16,42365.16,42980,739.84,1170.79,1000,0,0,,,,,,,,2170.79,2910.63
615.433,eBay,600,5KD85473,"Truck, Large Pick-up",4D SuperCrew,Blue,12,FORD,F150,32367,89,0,34175,1115.73,35808.73,35652,-31.73,879.48,0,0,0,125,,,,,,,1004.48,972.75
1457.134,eBay,750,1S784078,"Car, Luxury Sport",2D Coupe,White,8,PORS,911,5975,95,0,85000,965,86483,85959,-399,0,1000,0,0,,,,,,,,1000,601
1612.432,eBay,450,4DA51302,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E150,11771,29,0,20395,1470.67,22383.67,21960,-298.67,0,0,0,0,,,,,,,,0,-298.67
1658.783,eBay,750,4R363155,"SUV, Large Sport Utility",4D Sport Utility,Silver,13,GMC,YUKON,14295,16,0,45315,1162.27,46995.27,45997,-873.27,0,1000,0,0,,,,,,,,1000,126.73
28.683,eBay,0,4G199859,"Truck, Large Pick-up",4D Crew Cab,White,13,GMC,SIER15,27906,31,1000,25300,542.47,26360.47,27794,1558.53,788.76,1000,0,200,125,500,,,,,,2613.76,4172.29
545.271,eBay,400,4F091085,"Car, Luxury Sport",2D Convertible,Black,5,MB,SL500,33157,47,0,23035,3185.33,26738.33,24970,-1643.33,1090.74,0,292,200,125,,,,,,224,1931.74,288.41
255.202,eBay,200,5M301555,"Car, Luxury",4D Sedan,Red,13,INFI,G37,8577,12,0,24955,728.91,26201.91,27871,1794.09,0,0,0,0,,,,,,,75,75,1869.09
270.11,eBay,200,4K595941,"Car, Subcompact",2D Coupe,Red,13,SMRT,FORTWO,19449,31,0,8900,693.43,10111.43,9899,-87.43,0,0,0,0,,,,,,,,0,-87.43
712.936,eBay,700,4KD21103,"Truck, Large Pick-up",2D Standard Cab,White,14,FORD,F150,3750,68,0,18795,1058.14,20371.14,20535,288.86,0,0,0,0,,,,,,,,0,288.86
156.115,AutoTrader,0,4K307597,"Car, Subcompact",2D Convertible,Silver,9,SMRT,FORTWO,25025,36,0,6355,1264.82,8137.82,8143,130.18,0,0,0,0,,,,,,,,0,130.18
848.283,AutoTrader,0,5S785963,"Car, Luxury Sport",2D Coupe,Black,7,PORS,911,15582,68,0,67505,4752.79,72775.79,70976,-1674.79,0,1000,0,0,,,,,,,,1000,-674.79
848.283,AutoTrader,550,5R136055,"SUV, Large Sport Utility",4D Sport Utility,Black,15,CHEV,SUBUC,1898,14,0,60595,3312.07,64425.07,64980,679.93,0,0,0,0,,,,,,,,0,679.93
1368.665,eBay,700,50K31191,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,BMW,X3X35I,6305,29,0,41630,1089.53,43237.53,43956,843.47,0,0,0,0,,,,,,,,0,843.47
200.896,AutoTrader,200,4KD99465,"Truck, Large Pick-up",4D SuperCrew,Blue,11,FORD,F150,44582,82,0,26500,1224.65,28242.65,26649,-1468.65,0,0,0,0,,,,,,,,0,-1468.65
23.693,AutoTrader,0,4A111801,"Car, Intermediate",4D Sedan,Black,14,HYUN,SONAHY,1120,92,3000,26445,376.25,27339.25,24960,-2254.25,1089.4,0,0,200,125,,,,,,,1414.4,-839.85
50,eBay,0,5FB32573,"Truck, Large Pick-up",4D SuperCrew,Red,12,FORD,F150,7210,49,0,47375,760.01,48653.01,49998,1469.99,738.86,1000,242,200,125,500,,,,,,2805.86,4275.85
0,Dealer,0,2F124842,"Car, Luxury",4D Sedan,Gray,11,BMW,328XI,37411,166,0,20975,1773.52,23266.52,20700,-2566.52,0,0,0,0,,,,,,,,0,-2566.52
167.601,Cargurus,0,4C810589,"Car, Luxury High",4D Sedan,Blue,12,BMW,535I,38825,28,8000,33335,1915.72,35768.72,34633,-1010.72,1716.12,1000,242,200,125,,,,,,199,3482.12,2471.4
258.558,eBay,200,3H123566,"Car, Sport",2D Coupe,Purple,14,DODG,CHAL,1482,183,0,38775,1309.12,40602.12,39979,-498.12,0,0,0,200,125,,,,,,,325,-173.12
301.986,Cars.com,350,5LV34394,"Car, Luxury High",4D Sedan,White,12,JAGU,XJ,23640,20,0,41775,1047.03,43340.03,44980,1764.97,968.77,1000,242,200,125,,,,,,,2535.77,4300.74
67.224,AutoTrader,0,1P759796,"SUV, Compact Sport Utility",2D Sport Utility,Silver,6,JEEP,WRAN,61687,43,0,15000,1258.51,16776.51,17559,907.49,0,1000,292,200,125,500,,,,,,2117,3024.49
1521.442,eBay,0,4R107174,"SUV, Large Sport Utility",4D Sport Utility,White,11,GMC,YUKON,49421,6,0,34800,2226.16,37544.16,36989,-430.16,0,0,0,200,125,500,,,,,,825,394.84
452.27,Cargurus,350,4H236547,"Car, Compact",4D Hatchback,Blue,12,SUBA,IMPR,29840,71,1500,15120,1541.9,17179.9,15867,-1187.9,278.4,0,242,200,125,,,,,,,845.4,-342.5
943.882,eBay,600,4C179144,"SUV, Luxury Sport Utility",4D Sport Utility,Black,13,LEXU,RX350,15724,61,0,37365,1463.01,39346.01,39449,227.99,730.08,1803,0,200,125,,,,,,,2858.08,3086.07
10.702,Cars.com,0,5DU56112,"Car, Luxury High",4D Sedan,,11,BMW,535XI,33969,83,14500,30475,621.76,31614.76,31580,90.24,0,0,0,,,,,,,,,0,90.24
0,eBay,0,5F240366,"Car, Luxury Sport",2D Convertible,White,11,MB,SLK300,29261,78,0,28305,778.92,29601.92,27958,-1518.92,309,0,292,200,125,,,,,,,926,-592.92
170.029,AutoTrader,0,1NL89254,"Car, Luxury",4D Sedan,Gray,10,BMW,335ISD,38000,16,12000,19500,2421.35,22439.35,23990,1675.65,0,0,0,,,,,,,,,0,1675.65
430.024,eBay,200,5X302251,"Truck, Large Pick-up",4D Double Cab,Silver,13,TOYO,TUND,21409,91,22000,28845,1045.84,30408.84,28987,-1296.84,544.32,1000,0,200,125,,,,,,75,1944.32,647.48
214.853,Cars.com,0,5DS17319,"Car, Luxury High",4D Sedan,Black,13,BMW,750LXI,36523,69,34000,80005,360.67,80883.67,81990,1231.33,450,0,242,0,,,,,,,,692,1923.33
0,Unknown,0,4S065942,"Van, Small Van",4D Passenger Van,Silver,13,TOYO,SIENNA,17250,25,0,30520,927.2,31965.2,30784,-1056.2,859.82,1000,242,200,125,500,,,,,125,3051.82,1995.62
21.227,AutoTrader,0,5C275253,"SUV, Intermediate Sport Utility",4D Sport Utility,White,14,JEEP,GRANC,41775,17,31500,32375,364.51,33257.51,33987,854.49,259.75,0,0,,,,,,,,,259.75,1114.24
1066.051,eBay,0,4DA51291,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E150,5615,41,0,21095,812.75,22425.75,22398,97.25,245.16,0,0,,,,,,,,,245.16,342.41
134.327,AutoTrader,0,4G235865,"Truck, Large Pick-up",4D Crew Cab,Blue,12,CHEV,SILV15,16123,37,0,30945,440.82,31903.82,32997,1218.18,0,0,0,200,125,,,,,,,325,1543.18
372.112,eBay,350,4S479434,"Truck, Large Pick-up",4D Crew Cab,White,14,RAMT,RAMT15,9216,19,20000,39460,679.1,40657.1,41999,1466.9,1273.1,0,0,,,,,,,,,1273.1,2740
26.764,AutoTrader,0,5LA08458,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,PORS,CAYEN,2823,66,0,61095,148.75,61761.75,62369,732.25,0,0,0,200,125,,,,,,,325,1057.25
221.117,eBay,200,5F136267,"Truck, Large Pick-up",4D Crew Cab,White,15,CHEV,SILV25,1575,79,0,44665,198.75,45381.75,44349,-907.75,0,0,0,,,,,,,,,0,-907.75
0,Dealer,0,5H534898,"Car, Compact",4D Sedan,Brown,13,HOND,CIVI,11218,94,0,15490,640,16648,15333,-1315,0,0,0,,,,,,,,,0,-1315
0,Dealer,0,5S422086,"Truck, Large Pick-up",4D Crew Cab,White,14,RAMT,RAMT15,15284,36,0,33375,946.75,34839.75,35723,883.25,0,0,0,,,,,,,,,0,883.25
0,Dealer,0,4H728207,"Car, Intermediate",4D Sedan,Black,13,CHRY,300,10966,106,0,23960,662.75,25140.75,25324,183.25,0,0,0,,,,,,,,,0,183.25
2273.788,eBay,750,4C000833,"Car, Intermediate",4D Sedan,Silver,14,VW,PASSV,5928,31,0,18650,1237.56,20405.56,20715,434.44,0,0,0,,,,,,,,,0,434.44
269.702,eBay,200,4A044621,"Car, Intermediate",4D Sedan,White,13,HOND,ACCO,15350,82,0,25695,1102.62,27315.62,25997,-1193.62,0,0,0,,,,,,,,,0,-1193.62
0,Dealer,0,4W084702,"SUV, Compact Sport Utility",4D Sport Utility,White,11,TOYO,RAV4,31850,107,0,18710,969.81,20197.81,18800,-1397.81,0,0,0,,,,,,,,,0,-1397.81
144.503,Cargurus,200,5V100375,"Car, Luxury Sport",2D Convertible,Gold,2,CHRY,PROWL,3434,99,0,29625,987.32,31130.32,33389,2383.68,0,0,0,200,125,,,,,,,325,2708.68
649.445,Cars.com,0,5F150512,"Truck, Large Pick-up",4D Crew Cab,White,15,GMC,SIER35,13379,7,0,55605,911.74,57034.74,54579,-2330.74,1631.02,0,0,200,125,,,,,,,1956.02,-374.72
587.144,AutoTrader,450,4T258417,"Car, Subcompact",2D Hatchback,White,12,MINI,COOPER,27705,12,0,14555,1338.08,16411.08,15499,-787.08,0,0,0,200,125,,,,,,,325,-462.08
15.059,TrueCar,0,5FB20498,"Truck, Large Pick-up",2D Standard Cab,White,11,FORD,F150,48800,34,0,14335,257.2,15110.2,15599,613.8,150,1000,242,200,125,,,,,,,1717,2330.8
30.094,Google,0,4G604811,"Truck, Large Pick-up",4D Mega Cab,Black,13,RAMT,RAMT35,21487,17,0,48935,495.58,49948.58,49980,156.42,0,0,0,200,125,,,,,,,325,481.42
1622.29,eBay,750,4B005554,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,ACUR,MDX,23288,29,0,39310,1456.03,41284.03,40949,-210.03,407.82,1000,0,0,,,,,,,,1407.82,1197.79
15.626,Unknown,0,5H113873,"Car, Compact",4D Sedan,Black,12,HYUN,ELAN,11628,84,0,12550,346.28,13414.28,13636,346.72,0,0,0,200,,,,,,,,200,546.72
811.189,Cars.com,0,4H340681,"Car, Intermediate",4D Sedan,Blue,12,HYUN,SONA,36502,119,0,11850,568.16,12936.16,12894,82.84,59.81,0,0,200,125,,,,,,,384.81,467.65
1171.1,eBay,500,5M650094,"Car, Luxury High",4D Sedan,Black,13,INFI,M35H,263,8,0,37630,1226.53,39374.53,39980,730.47,0,0,0,0,,,,,,,,0,730.47
473.457,Unknown,350,5ED15738,"Truck, Large Pick-up",4D Crew Cab,White,12,FORD,F250,16153,112,12000,44375,1092.37,45985.37,45735,-125.37,190.01,0,0,200,125,,,,,,,515.01,389.64
234.158,Cargurus,0,9R167746,"SUV, Large Sport Utility",4D Sport Utility,White,15,CHEV,SUBUC,415,23,0,48000,198.75,48716.75,50979,2387.25,0,0,0,,,,,,,,,0,2387.25
26.537,eBay,0,9B193387,"Car, Luxury Sport",2D Coupe,,5,BMW,645CI,64316,52,0,17500,1142.09,19160.09,18760,-275.09,315.5,1000,0,200,125,,,,,,,1640.5,1365.41
36.957,Cargurus,0,5R121238,"SUV, Luxury Sport Utility",4D Sport Utility,Tan,12,CADI,ESCAL,31436,19,0,42380,586.08,43484.08,44342,982.92,0,0,0,,,,,,,,,0,982.92
454.382,Cargurus,0,5F099862,"Car, Luxury Sport",2D Convertible,White,15,MB,SLK250,511,36,22000,41575,910.64,43003.64,49994,7115.36,0,0,0,200,125,,,,,,,325,7440.36
538.982,eBay,450,5G147471,"Car, Intermediate",4D Sedan,White,14,FORD,TAUR,5965,16,0,16975,817.64,18310.64,18899,713.36,914.22,0,0,200,125,,,,,,,1239.22,1952.58
5.168,Unknown,0,3LK13430,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,10,BMW,X6M,51120,197,0,45475,838.76,46831.76,43899,-2807.76,2238.77,1000,242,200,125,500,,,,,50,4355.77,1548.01
438.516,eBay,350,5C156545,"SUV, Luxury Sport Utility",4D Sport Utility,Black,15,LEXU,RX350,2312,19,0,42380,658.62,43556.62,44487,1055.38,0,0,0,,,,,,,,,0,1055.38
7.556,eBay,0,5C202353,"Car, Luxury High",4D Hatchback,Red,12,BMW,535IGT,28078,10,16000,34175,582.84,35225.84,36980,1879.16,0,1000,242,0,0,,,,,,,1242,3121.16
18.783,eBay,0,1C201310,"SUV, Intermediate Sport Utility",4D Sport Utility,,14,JEEP,GRANC,14371,4,22000,32000,824.26,33292.26,34980,1812.74,508.93,0,292,200,125,,,,,,,1125.93,2938.67
12.364,Craigslist,0,5D129148,"Car, Luxury High",4D Sedan,Black,14,BMW,650IGC,8495,47,21000,67595,770.12,68833.12,69979,1270.88,632.38,0,292,0,0,,,,,,,924.38,2195.26
1171.558,eBay,450,4A161405,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,13,MLT,GL4504,30667,53,25000,46295,1771.79,48534.79,49849,1439.21,1468.67,0,0,200,125,,,,,,,1793.67,3232.88
6.825,TrueCar,0,1G154745,"Truck, Large Pick-up",4D Crew Cab,Black,13,GMC,SIER15,25101,81,0,25000,884.13,26352.13,26998,770.87,0,0,0,0,0,,,,,,,0,770.87
120.036,eBay,0,4F150748,"Truck, Large Pick-up",4D Crew Cab,Silver,10,GMC,SIER25,23425,131,5500,31500,1153.73,33121.73,32994,-2.73,2041.13,1000,242,200,125,,,,,,,3608.13,3605.4
1692.864,eBay,750,4N502275,"Truck, Large Pick-up",4D Crew Cab,Red,14,NISS,TITAN,23130,42,0,22675,2153.96,25296.96,25571,399.04,0,0,0,0,0,,,,,,,0,399.04
1447.007,AutoTrader,450,4C851658,"Car, Luxury High",4D Sedan,Silver,11,BMW,750LI,43560,11,0,35740,2363.51,38571.51,36842,-1604.51,1108.85,0,0,200,125,,,,,,,1433.85,-170.66
4.029,Cars.com,0,3T025398,"Car, Compact",4D Hatchback,Black,12,NISS,LEAF,20246,187,0,14060,890.91,15418.91,11454,-3839.91,293.75,1000,0,200,125,500,,,,,,2118.75,-1721.16
0,Dealer,0,50C26829,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,BMW,X5X35I,39,21,0,55500,696.75,56664.75,58504,1839.25,0,0,0,0,0,,,,,,,0,1839.25
0,Dealer,0,4L004749,"SUV, Intermediate Sport Utility",4D Sport Utility,White,12,HOND,CRSTOU,20405,25,0,20350,471.75,21289.75,22329,1039.25,0,0,0,0,0,,,,,,,0,1039.25
0,Dealer,0,4T017785,"SUV, Compact Sport Utility",4D Sport Utility,Red,11,NISS,JUKE,45789,29,0,13000,571.75,14039.75,14824,784.25,0,0,0,0,0,,,,,,,0,784.25
304.442,eBay,0,4KD16277,"Truck, Large Pick-up",2D Standard Cab,White,14,FORD,F150,3724,73,0,19710,466.72,20644.72,20699,179.28,0,0,0,200,125,,,,,,,325,504.28
82.244,AutoTrader,150,5G295913,"Truck, Large Pick-up",4D Crew Cab,Black,14,RAMT,RAMT25,7135,87,10000,39640,698.23,40806.23,40974,292.77,311.7,1000,0,0,0,,,,,,,1311.7,1604.47
589.689,eBay,450,4A001190,"Car, Intermediate",4D Sedan,Gray,12,HOND,ACCO,27087,83,0,15715,944.47,17127.47,17494,491.53,0,0,0,0,0,,,,,,,0,491.53
75.683,AutoTrader,0,5F138432,"Truck, Large Pick-up",4D Crew Cab,White,15,CHEV,SILV25,1802,82,0,44665,198.75,45331.75,44983.99,-222.76,0,0,0,200,125,,,,,,,325,102.24
790.256,eBay,0,4N014167,"Car, Luxury Sport",2D Convertible,Black,11,AUDI,S5CBQT,32437,39,0,34470,1458.35,36396.35,35990,-281.35,0,0,0,0,0,,,,,,,0,-281.35
33.703,eBay,0,2S615608,"Truck, Large Pick-up",4D Crew Cab,Silver,13,RAMT,RAMT15,14529,197,4000,37175,822.2,38465.2,37970,-370.2,370,1000,0,200,125,500,,,,,,2195,1824.8
84.299,Cargurus,0,5B089439,"Van, Small Van",4D Passenger Van,Red,12,HOND,ODYS,45626,88,0,26565,583.13,27616.13,26987,-504.13,0,0,0,200,125,,,,,,,325,-179.13
0,Dealer,0,5H585842,"Car, Intermediate",4D Sedan,Blue,13,HYUN,SONA,12860,110,0,15500,1352.17,17320.17,16491,-829.17,0,0,0,0,0,,,,,,,0,-829.17
23.591,AutoTrader,0,2EB89460,"Truck, Large Pick-up",4D Crew Cab,White,12,FORD,F250,21235,29,12000,37275,839.32,38582.32,37328,-1129.32,711.18,0,0,200,125,,,,,,,1036.18,-93.14
15.547,Unknown,0,5D140320,"Car, Luxury High",4D Sedan,White,13,BMW,750LXI,35993,92,8000,50595,764.02,51827.02,53999,2296.98,1501.2,1000,0,200,125,,,,,,,2826.2,5123.18
0,Dealer,0,3L419617,"Car, Subcompact",4D Hatchback,Red,14,NISS,VERSAN,2950,163,0,10875,549.25,11892.25,12500,732.75,0,0,0,0,0,,,,,,,0,732.75
656.824,Unknown,350,5W215550,"SUV, Intermediate Sport Utility",4D Sport Utility,Red,12,NISS,MURAN,32321,14,6500,22745,749,23962,24900,1063,150,1000,242,0,0,,,,,,,1392,2455
23.94,Cars.com,0,4M648565,"Car, Compact",4D Wagon,Red,13,VW,JETT,38513,110,0,11795,1509.62,13772.62,13665,17.38,267.66,0,0,0,0,,,,,,,267.66,285.04
647.993,Cars.com,450,4G249165,"Truck, Large Pick-up",4D Crew Cab,Black,12,GMC,SIER15,26212,22,0,35770,649,36887,36899,137,0,0,0,200,0,,,,,,,200,337
0,Dealer,0,48S88893,"Car, Luxury High",4D Sedan,Ebony,13,JAGU,XF,11178,54,0,39500,446.75,40414.75,39994,-420.75,0,0,0,0,0,,,,,,,0,-420.75
1024.648,eBay,750,5L164829,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,14,JEEP,WRANU,3474,86,2000,34375,1389.66,36232.66,35864,-243.66,200,0,0,0,0,,,,,,,200,-43.66
1540.235,eBay,750,5N001045,"Car, Luxury Sport",2D Convertible,Silver,12,AUDI,S5CBQT,26265,29,0,36500,2482.35,39450.35,38590,-735.35,718.59,0,0,200,125,,,,,,,1043.59,308.24
1173.599,eBay,450,5H352256,"Car, Intermediate",4D Sedan,Blue,12,HYUN,SONA,31568,95,0,16690,1810.71,18968.71,16994,-1974.71,0,0,0,0,0,,,,,,,0,-1974.71
826.146,AutoTrader,750,5L646783,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,13,JEEP,WRANU,13857,106,0,37065,2518.3,40051.3,36691,-3235.3,582.99,0,0,200,125,,,,,,,907.99,-2327.31
375.658,Cargurus,400,5J188155,"SUV, Intermediate Sport Utility",4D Sport Utility,White,15,CHEV,TRAV,1096,51,0,26575,937.75,27980.75,30799,2943.25,446.04,0,0,0,0,,,,,,,446.04,3389.29
171.424,AutoTrader,0,5F137816,"Truck, Large Pick-up",4D Crew Cab,White,15,CHEV,SILV25,1686,90,10000,44665,645.09,45778.09,45898,244.91,0,0,0,0,0,,,,,,,0,244.91
0,Dealer,0,5KA30814,"SUV, Compact Sport Utility",4D Sport Utility,Silver,12,FORD,ESCA,54856,78,0,14935,825.86,16228.86,15800,-428.86,0,0,0,0,0,,,,,,,0,-428.86
752.228,AutoTrader,350,2M801728,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,11,INFI,EX35,38171,197,0,23280,1682.04,25430.04,22899,-2406.04,0,0,0,0,0,,,,,,,0,-2406.04
133.395,Cargurus,0,5R390977,"SUV, Large Sport Utility",4D Sport Utility,White,11,GMC,YUKON,50896,30,0,30000,1552.14,32020.14,33515,1619.86,1115.86,1000,242,200,125,500,,,,,,3182.86,4802.72
881.538,eBay,350,4ED06539,"Truck, Large Pick-up",,Blue,8,FORD,F250,34115,46,0,19500,1150.61,21118.61,22750,1756.39,200,0,292,0,0,,,,,,,492,2248.39
17.323,AutoTrader,0,1DA44571,"Van, Full Size Vans",3D Cargo Van,,12,FORD,E250,41209,2,0,15000,1356.32,16824.32,17980,1280.68,638.94,1000,292,0,0,,,,,,,1930.94,3211.62
7.514,Unknown,0,4M730734,"SUV, Luxury Sport Utility",4D Sport Utility,Black,11,INFI,FX35,26512,9,0,30515,1071.15,32054.15,32779,849.85,977.6,1000,0,200,125,500,,,,,,2802.6,3652.45
170.029,AutoTrader,150,5M930960,"Car, Luxury",4D Sedan,Blue,12,INFI,G37,29675,21,12000,24355,551.21,25374.21,24987,-262.21,0,0,0,0,0,,,,,,,0,-262.21
20.752,Unknown,0,4G314605,"Car, Intermediate",4D Sedan,Gray,14,KIA,OPTIMA,9625,100,0,16830,583.74,17881.74,17299,-457.74,130,1050,0,200,125,,,,,,,1505,1047.26
4.986,Unknown,0,5E043853,"Car, Compact",4D Sedan,Black,13,HOND,CIVI,28754,101,0,14760,451.33,15679.33,14499,-1055.33,561.54,1000,217,200,125,,,,,,,2103.54,1048.21
547.262,eBay,350,4C739444,"Car, Luxury High",4D Sedan,Gray,11,BMW,528I,44886,29,0,25900,1474.96,27842.96,26999,-718.96,250,0,292,0,0,,,,,,,542,-176.96
1355.069,Cargurus,0,5R189567,"SUV, Luxury Sport Utility",4D Sport Utility,White,13,CADI,ESCALV,13504,16,0,52305,330.25,53103.25,51847,-1131.25,0,0,0,200,125,500,,,,,,825,-306.25
20.752,AutoTrader,0,4WL54978,"SUV, Compact Sport Utility",4D Sport Utility,Silver,11,MINI,SCTYA4,30597,119,1500,18920,2172.72,21560.72,19999,-1436.72,100,0,0,0,0,,,,,,,100,-1336.72
931.701,eBay,700,5F204513,"Car, Luxury High",2D Coupe,White,13,MB,E350C4,22688,31,16500,35355,2130.15,37953.15,35949,-1879.15,0,0,0,0,0,,,,,,,0,-1879.15
26.83,eBay,0,4L065040,"Car, Luxury High",4D Hatchback,Black,10,PORS,PANA,42609,51,21500,49000,860.41,50328.41,52489,2285.59,300,1000,0,200,125,500,,,,,,2125,4410.59
4.029,Cargurus,0,4R114240,"SUV, Large Sport Utility",4D Sport Utility,Black,14,CHEV,SUBUC,32104,12,0,43345,578.97,44391.97,45995,1728.03,1066.76,1000,0,200,125,500,,,,,,2891.76,4619.79
162.264,AutoTrader,0,4G358811,"Truck, Large Pick-up",4D Crew Cab,Black,14,CHEV,SILV15,29266,22,0,37300,1026.58,38794.58,39714,1044.42,325.27,1000,0,200,125,,,,,,,1650.27,2694.69
33.257,AutoTrader,0,5W129564,"SUV, Compact Sport Utility",4D Sport Utility,White,14,JEEP,CHER,10010,53,0,24965,240.66,25673.66,26525,976.34,250,0,0,200,125,,,,,,,575,1551.34
0,AutoTrader,0,1B105127,"Truck, Small Pick-up",4D Crew Cab,,9,HOND,RIDGLN,86039,11,0,16000,1698.27,18166.27,18943,901.73,242.1,1000,242,200,125,,,,,,,1809.1,2710.83
4.166,AutoTrader,0,5M715081,"Car, Luxury",4D Sedan,Gray,13,INFI,G37,10868,10,2000,25775,1083.15,27326.15,27899,697.85,300,1000,0,200,125,500,,,,,,2125,2822.85
7.045,eBay,0,5G275285,"Truck, Large Pick-up",4D Crew Cab,White,14,GMC,SIER15,16323,36,0,43525,213.2,44206.2,44480,398.8,0,0,0,0,0,,,,,,,0,398.8
82.244,Craigslist,0,4G143150,"Car, Intermediate",4D Sedan,Silver,13,KIA,OPTIMA,36730,67,0,21660,1214.56,23342.56,23494,276.44,250,1000,242,200,125,,,,,,,1817,2093.44
16.675,Cargurus,0,5A007815,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,AUDI,Q530,4544,57,27000,45595,647.15,46710.15,46789,203.85,300,0,0,200,125,,,,,,,625,828.85
